0;3869
1;2038
2;354
3;1563
4;1074
5;2934
6;2470
7;257
8;2263
9;648
10;2070
11;1806
12;2648
13;1111
14;19
15;1380
16;3323
17;1170
18;3629
19;697
20;42
21;2027
22;807
23;1054
24;3613
25;1242
26;3173
27;1666
28;187
29;632
30;1107
31;239
32;409
33;3605
34;3006
35;827
36;3016
37;1100
38;849
39;3555
40;1548
41;509
42;58
43;1166
44;1703
45;870
46;122
47;767
48;3153
49;369
50;793
51;3854
52;2294
53;2696
54;2137
55;268
56;2073
57;181
58;2966
59;175
60;750
61;4047
62;1378
63;3508
64;3544
65;3929
66;3443
67;2202
68;2141
69;433
70;1442
71;1199
72;3997
73;5
74;2616
75;3766
76;2770
77;4015
78;2045
79;1988
80;2285
81;1390
82;1705
83;2829
84;963
85;712
86;1821
87;1720
88;1634
89;1128
90;2936
91;3627
92;235
93;1817
94;3533
95;360
96;545
97;630
98;1602
99;3817
100;3588
101;2571
102;645
103;2939
104;1420
105;1820
106;3996
107;3022
108;2518
109;1541
110;25
111;3283
112;2311
113;3117
114;1386
115;2458
116;2499
117;3364
118;3445
119;882
120;1689
121;3470
122;3444
123;2384
124;488
125;835
126;2902
127;3757
128;1969
129;1458
130;602
131;943
132;1779
133;2607
134;3005
135;3691
136;1789
137;658
138;3906
139;883
140;2409
141;2474
142;2350
143;182
144;2366
145;1804
146;770
147;2084
148;1491
149;3843
150;1109
151;2183
152;3663
153;353
154;1638
155;1775
156;897
157;2039
158;2523
159;620
160;241
161;3176
162;3535
163;3255
164;489
165;3514
166;2144
167;96
168;2740
169;3874
170;1159
171;1613
172;3682
173;2862
174;3885
175;3853
176;3280
177;1826
178;1936
179;2254
180;2645
181;3335
182;3089
183;348
184;2580
185;3228
186;2651
187;402
188;1843
189;1592
190;3314
191;840
192;1654
193;3123
194;2395
195;161
196;1994
197;3161
198;2484
199;1819
200;3814
201;300
202;1016
203;2157
204;1246
205;2716
206;2116
207;3834
208;3494
209;1512
210;2182
211;1227
212;104
213;2286
214;480
215;2973
216;2314
217;1059
218;2540
219;3243
220;378
221;132
