0;44829
1;29083
2;59520
3;21633
4;53012
5;64043
6;30078
7;51060
8;35221
9;63751
10;37342
11;35230
12;14562
13;46139
14;17304
15;43838
16;2348
17;62189
18;64812
19;50187
20;34839
21;50304
22;11644
23;21735
24;24389
25;25358
26;18975
27;60850
28;42008
29;62812
30;42284
31;40871
32;50666
33;61136
34;18126
35;15625
36;29258
37;36299
38;40070
39;15327
40;45665
41;24147
42;9881
43;62382
44;7685
45;65489
46;25604
47;20842
48;16975
49;15105
50;25753
51;26249
52;43797
53;50443
54;29599
55;56121
56;25092
57;52689
58;58731
59;61735
60;20077
61;40544
62;51743
63;1155
64;64413
65;7069
66;55799
67;27593
68;32079
69;42974
70;56922
71;12183
72;24009
73;39871
74;13728
75;57222
76;53113
77;25769
78;51611
79;2667
80;20362
81;2650
82;4540
83;54822
84;56482
85;20992
86;24231
87;37749
88;64629
89;32493
90;50426
91;49264
92;31847
93;31288
94;11062
95;13750
96;35456
97;29240
98;28484
99;57838
100;47067
101;16713
102;60947
103;7931
104;26821
105;32900
106;28474
107;35982
108;3321
109;44566
110;52999
111;52092
112;3057
113;21022
114;54180
115;25659
116;52670
117;3996
118;51456
119;61392
120;50202
121;1132
122;12117
123;14884
124;734
125;16023
126;18911
127;61238
128;9723
129;50042
130;11391
131;31117
132;2300
133;45206
134;6968
135;11168
136;11221
137;8229
138;41967
139;34697
140;48825
141;50177
142;60421
143;16223
144;45716
145;48611
146;37980
147;31329
148;35999
149;8359
150;24550
151;61198
152;28018
153;15839
154;53489
155;36797
156;61681
157;60682
158;15825
159;65183
160;52867
161;54427
162;63727
163;36002
164;51803
165;23551
166;62082
167;51970
168;9317
169;1815
170;15850
171;50849
172;36219
173;64628
174;24219
175;31581
176;20708
177;32714
178;26250
179;34603
180;11728
181;2142
182;32638
183;45127
184;13504
185;65148
186;36145
187;58893
188;51740
189;39160
190;44139
191;53084
192;32254
193;50854
194;36280
195;26107
196;54255
197;49624
198;55319
199;62998
200;50770
201;5831
202;20183
203;17633
204;38277
205;38066
206;24901
207;30404
208;101
209;1647
210;14558
211;54163
212;3302
213;43135
214;26340
215;56338
216;29594
217;43291
218;49513
219;3190
220;26693
221;4335
222;28159
223;43376
224;52474
225;57211
226;36571
227;25768
228;23174
229;9674
230;6298
231;55608
232;37934
233;21593
234;38407
235;41770
236;63410
237;63903
238;46398
239;805
240;32327
241;45566
242;13254
243;5271
244;39555
245;39972
246;34333
247;5554
248;64822
249;40853
250;45217
251;3510
252;12830
253;16404
254;39773
255;28912
256;60895
257;22406
258;20377
259;52668
260;59291
261;27943
262;24536
263;3735
264;11407
265;63784
266;13516
267;39086
268;64076
269;54365
270;63099
271;61345
272;12505
273;58091
274;21669
275;40005
276;42080
277;54002
278;19920
279;31314
280;10679
281;15929
282;64291
283;28136
284;17147
285;61204
286;24338
287;40501
288;10825
289;26800
290;65018
291;25911
292;14075
293;37045
294;45813
295;61228
296;5292
297;36788
298;40056
299;52280
300;3287
301;53606
302;44598
303;33468
304;42518
305;26244
306;32747
307;34719
308;56844
309;62659
310;36976
311;21947
312;56644
313;19913
314;22965
315;34246
316;21130
317;35984
318;13312
319;46796
320;50287
321;54749
322;57086
323;57686
324;28784
325;37927
326;37365
327;27571
328;9224
329;45448
330;2486
331;33668
332;41649
333;33813
334;29161
335;27713
336;4922
337;29530
338;22027
339;11836
340;60608
341;29779
342;42942
343;44227
344;36123
345;21241
346;64440
347;57283
348;40310
349;39442
350;57874
351;22896
352;27487
353;24957
354;51408
355;37329
356;16598
357;7407
358;37478
359;13534
360;49267
361;43527
362;33593
363;30001
364;46750
365;43144
366;5911
367;12497
368;2099
369;31491
370;63634
371;55846
372;19946
373;22010
374;5772
375;1446
376;32138
377;54617
378;63591
379;61721
380;29727
381;5205
382;64517
383;17142
384;12409
385;59696
386;55077
387;28387
388;50878
389;20919
390;25833
391;56689
392;50894
393;50484
394;35458
395;8171
396;845
397;48167
398;35172
399;36365
400;1040
401;63858
402;29926
403;13306
404;39375
405;57876
406;1049
407;29427
408;47935
409;1203
410;36063
411;27722
412;3867
413;51897
414;35334
415;23294
416;25840
417;16493
418;10596
419;15654
420;119
421;54361
422;55424
423;30434
424;5102
425;63336
426;57716
427;16781
428;23350
429;59033
430;29751
431;16322
432;17231
433;3277
434;14258
435;39071
436;27409
437;24024
438;42921
439;44224
440;4615
441;38308
442;27500
443;22760
444;39492
445;9035
446;42114
447;58368
448;59675
449;8097
450;12801
451;31839
452;46666
453;58578
454;22837
455;61733
456;31155
457;43969
458;18572
459;53181
460;46617
461;12233
462;18264
463;33223
464;11260
465;39733
466;62265
467;10021
468;35298
469;14397
470;32416
471;39232
472;24548
473;5303
474;8770
475;48294
476;54232
477;59275
478;37215
479;43265
480;46697
481;55119
482;48374
483;54449
484;57475
485;42121
486;31467
487;4494
488;17618
489;14645
490;34955
491;25219
492;18177
493;60524
494;62945
495;34039
496;49830
497;7990
498;26844
499;42502
500;16974
501;43738
502;62912
503;4287
504;48077
505;35065
506;28143
507;8436
508;62181
509;39283
510;50505
511;58925
512;6936
513;37345
514;61834
515;23426
516;23577
517;52404
518;7490
519;23240
520;32899
521;7080
522;57643
523;42962
524;39666
525;37779
526;13303
527;35774
528;48801
529;59017
530;23300
531;32109
532;37710
533;9571
534;21189
535;11390
536;54524
537;28617
538;16126
539;46663
540;18212
541;42595
542;65024
543;18340
544;27787
545;48941
546;59777
547;12387
548;52838
549;11326
550;44289
551;14434
552;12069
553;64453
554;54420
555;26306
556;60518
557;9093
558;38123
559;12086
560;18419
561;935
562;35664
563;27514
564;36467
565;27089
566;37119
567;56382
568;36711
569;8839
570;62570
571;15506
572;49106
573;45360
574;53361
575;56486
576;34307
577;15834
578;37655
579;39274
580;43943
581;62430
582;41548
583;1535
584;10411
585;6931
586;44135
587;34198
588;4428
589;58283
590;28384
591;12677
592;60590
593;15586
594;20172
595;34141
596;48085
597;28124
598;39327
599;181
600;28961
601;57526
602;22788
603;48717
604;55028
605;16636
606;52107
607;43721
608;11953
609;11574
610;62586
611;52270
612;49864
613;46250
614;2782
615;47306
616;52234
617;27990
618;48650
619;7122
620;46504
621;61495
622;22199
623;59887
624;9425
625;49904
626;10107
627;23261
628;56559
629;10245
630;31981
631;19044
632;13194
633;39794
634;8240
635;3107
636;8938
637;16226
638;37717
639;56947
640;26682
641;5600
642;10736
643;33021
644;57224
645;21999
646;64656
647;27121
648;51678
649;65043
650;59769
651;21171
652;41520
653;38629
654;64193
655;42876
656;52897
657;35258
658;2255
659;62742
660;36085
661;48666
662;39534
663;3554
664;62598
665;17785
666;65232
667;9722
668;50491
669;17365
670;41124
671;49976
672;35672
673;59912
674;45133
675;1807
676;56188
677;54358
678;17335
679;15505
680;44582
681;55430
682;30027
683;59698
684;29243
685;36966
686;26845
687;38583
688;42510
689;61086
690;9183
691;28142
692;25215
693;41450
694;62817
695;15847
696;6290
697;56348
698;38928
699;3404
700;37354
701;17400
702;21253
703;27404
704;34020
705;19016
706;23649
707;63539
708;23437
709;5845
710;29210
711;31303
712;4789
713;41311
714;24279
715;15354
716;64665
717;52995
718;8140
719;59615
720;17023
721;29213
722;9987
723;53184
724;31419
725;48015
726;8149
727;44636
728;36379
729;20489
730;30150
731;35007
732;19114
733;25547
734;43667
735;13210
736;10979
737;43129
738;52635
739;35826
740;40480
741;25277
742;14507
743;41774
744;43577
745;56873
746;24070
747;13727
748;43966
749;39158
750;39423
751;25096
752;17557
753;11955
754;32991
755;25897
756;1071
757;6429
758;54637
759;41744
760;39957
761;53022
762;10965
763;54372
764;36364
765;32383
766;41411
767;37310
768;58756
769;39819
770;17787
771;27973
772;46739
773;58272
774;25211
775;40029
776;28238
777;27416
778;14025
779;3059
780;25208
781;31706
782;31511
783;49600
784;29762
785;5747
786;8855
787;23765
788;35875
789;42068
790;9457
791;47123
792;33601
793;23122
794;19681
795;32098
796;43729
797;41108
798;27350
799;48943
800;23682
801;18947
802;24997
803;55857
804;11835
805;51932
806;44567
807;50249
808;10720
809;62632
810;14016
811;57473
812;34173
813;35879
814;62492
815;55534
816;2679
817;13665
818;64227
819;23674
820;12672
821;17974
822;13275
823;7369
824;65056
825;2840
826;28572
827;5065
828;40625
829;17995
830;14714
831;2831
832;56287
833;14427
834;41505
835;29928
836;56965
837;23457
838;52135
839;46410
840;30458
841;1337
842;7775
843;14457
844;4631
845;5443
846;42280
847;64750
848;43576
849;59079
850;27676
851;37740
852;61898
853;4836
854;53399
855;5082
856;1870
857;2686
858;39279
859;54685
860;4833
861;29024
862;47641
863;48012
864;54152
865;62514
866;7537
867;28799
868;9155
869;5368
870;37440
871;57175
872;17867
873;14939
874;45491
875;62662
876;64042
877;33254
878;31496
879;13707
880;1521
881;7539
882;573
883;23125
884;64720
885;40867
886;58718
887;64663
888;29095
889;21254
890;17791
891;63980
892;39506
893;41514
894;26770
895;38906
896;48629
897;28162
898;6365
899;28630
900;13051
901;10566
902;9110
903;31992
904;6776
905;27353
906;22641
907;24866
908;63937
909;27371
910;21442
911;48856
912;54775
913;23425
914;9930
915;61477
916;23348
917;41429
918;32659
919;5353
920;34430
921;46778
922;61387
923;29170
924;12040
925;63259
926;54521
927;13255
928;3239
929;40046
930;51127
931;47230
932;38821
933;53267
934;53599
935;23313
936;19695
937;39282
938;35502
939;5270
940;49489
941;21624
942;9307
943;8429
944;65217
945;12574
946;52183
947;38532
948;24547
949;36957
950;13651
951;34624
952;40471
953;41842
954;64514
955;27692
956;42719
957;8182
958;28797
959;42583
960;62684
961;31509
962;41738
963;60488
964;48677
965;49081
966;35644
967;54213
968;28058
969;45738
970;4435
971;13782
972;33097
973;56418
974;53621
975;28168
976;33824
977;39080
978;6394
979;53522
980;64072
981;53718
982;53946
983;42586
984;63425
985;25135
986;53774
987;16481
988;55305
989;62623
990;58470
991;17456
992;26039
993;2598
994;43409
995;25265
996;59648
997;7512
998;42020
999;44610
1000;65096
1001;2546
1002;6265
1003;56692
1004;30286
1005;64238
1006;25673
1007;27273
1008;49643
1009;26315
1010;36231
1011;34490
1012;47165
1013;47908
1014;4374
1015;8402
1016;62629
1017;32770
1018;25997
1019;1173
1020;50332
1021;21860
1022;670
1023;54820
1024;55078
1025;6462
1026;15454
1027;40750
1028;50391
1029;14907
1030;34232
1031;50628
1032;25352
1033;18054
1034;15492
1035;35145
1036;58047
1037;60406
1038;47746
1039;7326
1040;9831
1041;18447
1042;58947
1043;3286
1044;12127
1045;8791
1046;44406
1047;10898
1048;54823
1049;37482
1050;58306
1051;4014
1052;33829
1053;28350
1054;10743
1055;37316
1056;32614
1057;55400
1058;18204
1059;38955
1060;38169
1061;58176
1062;23168
1063;22366
1064;38392
1065;43768
1066;55472
1067;5134
1068;7907
1069;61296
1070;25586
1071;60014
1072;31285
1073;43077
1074;37260
1075;6553
1076;10656
1077;22808
1078;46959
1079;37836
1080;36070
1081;50343
1082;48081
1083;46740
1084;58942
1085;41718
1086;12520
1087;26595
1088;37279
1089;50330
1090;27780
1091;42512
1092;27099
1093;38696
1094;19051
1095;62066
1096;54727
1097;13622
1098;15152
1099;43892
1100;38118
1101;45647
1102;21258
1103;53760
1104;13830
1105;17296
1106;1443
1107;39530
1108;33659
1109;14617
1110;65098
1111;34030
1112;2811
1113;34247
1114;28512
1115;48615
1116;56849
1117;36699
1118;59161
1119;25843
1120;56933
1121;55483
1122;13858
1123;19606
1124;63294
1125;42675
1126;62276
1127;29707
1128;55873
1129;1286
1130;32674
1131;29141
1132;30942
1133;31336
1134;55126
1135;19552
1136;39475
1137;28569
1138;45408
1139;51194
1140;41523
1141;52293
1142;31906
1143;52249
1144;9333
1145;41631
1146;17834
1147;9956
1148;57638
1149;14255
1150;24912
1151;43044
1152;34227
1153;20501
1154;51609
1155;64825
1156;7301
1157;4750
1158;39149
1159;11686
1160;10360
1161;43850
1162;40449
1163;23199
1164;45250
1165;63173
1166;28670
1167;41426
1168;58403
1169;46770
1170;61964
1171;5069
1172;35895
1173;63854
1174;55579
1175;50386
1176;8502
1177;56859
1178;9708
1179;6002
1180;18281
1181;52705
1182;32290
1183;21660
1184;15196
1185;8944
1186;11086
1187;32497
1188;29370
1189;50740
1190;52720
1191;12080
1192;61277
1193;36163
1194;53333
1195;8090
1196;2498
1197;53037
1198;39049
